,EC,Enz,Met,Org,Mode,ChEBI
3777,1.17.99.6,epoxyqueuosine reductase,Cobalamin,Bacillus subtilis,+,CHEBI:15982
3778,1.17.99.6,epoxyqueuosine reductase,Cobalamin,Escherichia coli,+,CHEBI:15982
3779,1.18.1.1,rubredoxin-NAD+ reductase,FAD,Acinetobacter calcoaceticus,+,CHEBI:16238
3786,1.18.1.2,ferredoxin-NADP+ reductase,menadione,Pseudomonas putida,+,CHEBI:28869
3791,1.18.1.2,ferredoxin-NADP+ reductase,NADP+,Spinacia oleracea,+,CHEBI:18009
3798,1.18.1.3,ferredoxin-NAD+ reductase,acetyl Co-A,Clostridium acetobutylicum,+,CHEBI:15351
3799,1.18.1.3,ferredoxin-NAD+ reductase,acetyl Co-A,Clostridium pasteurianum,+,CHEBI:15351
3800,1.18.1.3,ferredoxin-NAD+ reductase,acetyl Co-A,Clostridium tyrobutyricum,+,CHEBI:15351
3801,1.18.1.4,rubredoxin-NAD(P)+ reductase,FAD,Pyrococcus furiosus,+,CHEBI:16238
3815,1.2.1.10,acetaldehyde dehydrogenase (acetylating),GSH,Leuconostoc mesenteroides,+,CHEBI:16856
3816,1.2.1.10,acetaldehyde dehydrogenase (acetylating),NAD+,Escherichia coli,+,CHEBI:15846
3819,1.2.1.104,pyruvate dehydrogenase system,ADP,Rattus norvegicus,+,CHEBI:16761
3820,1.2.1.104,pyruvate dehydrogenase system,AMP,Homo sapiens,+,CHEBI:16027
3821,1.2.1.104,pyruvate dehydrogenase system,cAMP,Homo sapiens,+,CHEBI:17489
3824,1.2.1.104,pyruvate dehydrogenase system,GMP,Homo sapiens,+,CHEBI:17345
3825,1.2.1.104,pyruvate dehydrogenase system,GTP,[Bacillus] caldolyticus,+,CHEBI:15996
3833,1.2.1.104,pyruvate dehydrogenase system,thiamine diphosphate,Bos taurus,+,CHEBI:9532
3834,1.2.1.105,2-oxoglutarate dehydrogenase system,acetyl-CoA,[Brevibacterium] flavum,+,CHEBI:15351
3835,1.2.1.105,2-oxoglutarate dehydrogenase system,ADP,Bos taurus,+,CHEBI:16761
3836,1.2.1.105,2-oxoglutarate dehydrogenase system,ADP,Columba livia,+,CHEBI:16761
3837,1.2.1.105,2-oxoglutarate dehydrogenase system,ADP,Escherichia coli,+,CHEBI:16761
3838,1.2.1.105,2-oxoglutarate dehydrogenase system,ADP,Homo sapiens,+,CHEBI:16761
3839,1.2.1.105,2-oxoglutarate dehydrogenase system,ADP,Rattus norvegicus,+,CHEBI:16761
3840,1.2.1.105,2-oxoglutarate dehydrogenase system,ADP,Solanum tuberosum,+,CHEBI:16761
3841,1.2.1.105,2-oxoglutarate dehydrogenase system,ADP,Sus scrofa,+,CHEBI:16761
3844,1.2.1.105,2-oxoglutarate dehydrogenase system,ADP,Saccharomyces cerevisiae,+,CHEBI:16761
3845,1.2.1.105,2-oxoglutarate dehydrogenase system,ADP,Acinetobacter lwoffii,+,CHEBI:16761
3846,1.2.1.105,2-oxoglutarate dehydrogenase system,ADP,Acinetobacter sp.,+,CHEBI:16761
3847,1.2.1.105,2-oxoglutarate dehydrogenase system,AMP,Komagataeibacter xylinus,+,CHEBI:16027
3848,1.2.1.105,2-oxoglutarate dehydrogenase system,AMP,Acinetobacter lwoffii,+,CHEBI:16027
3849,1.2.1.105,2-oxoglutarate dehydrogenase system,AMP,Acinetobacter sp.,+,CHEBI:16027
3850,1.2.1.105,2-oxoglutarate dehydrogenase system,AMP,Dictyostelium discoideum,+,CHEBI:16027
3852,1.2.1.105,2-oxoglutarate dehydrogenase system,Cys,Saccharomyces cerevisiae,+,CHEBI:35235
3853,1.2.1.105,2-oxoglutarate dehydrogenase system,Cys,[Brevibacterium] flavum,+,CHEBI:35235
3854,1.2.1.105,2-oxoglutarate dehydrogenase system,GMP,Dictyostelium discoideum,+,CHEBI:17345
3855,1.2.1.105,2-oxoglutarate dehydrogenase system,GTP,Dictyostelium discoideum,+,CHEBI:15996
3857,1.2.1.105,2-oxoglutarate dehydrogenase system,NAD+,Homo sapiens,+,CHEBI:15846
3863,1.2.1.105,2-oxoglutarate dehydrogenase system,TDP,Homo sapiens,+,CHEBI:18075
3866,1.2.1.105,2-oxoglutarate dehydrogenase system,thiamine diphosphate,Bison bison,+,CHEBI:9532
3868,1.2.1.105,2-oxoglutarate dehydrogenase system,UDP,Dictyostelium discoideum,+,CHEBI:17659
3869,1.2.1.105,2-oxoglutarate dehydrogenase system,UTP,Dictyostelium discoideum,+,CHEBI:15713
3874,1.2.1.11,aspartate-semialdehyde dehydrogenase,H2CO3,Saccharomyces cerevisiae,+,CHEBI:28976
3879,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),acetone,Thermus thermophilus,+,CHEBI:15347
3882,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),ATP,Haemonchus contortus,+,CHEBI:15422
3883,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),Cys,Bos taurus,+,CHEBI:35235
3886,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),DMSO,Trypanosoma cruzi,+,CHEBI:28262
3887,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),doxorubicin,Homo sapiens,+,CHEBI:28748
3889,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),ethanol,Thermus thermophilus,+,CHEBI:16236
3892,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),GSH,Haloarcula vallismortis,+,CHEBI:16856
3893,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),GSH,Bos taurus,+,CHEBI:16856
3896,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),methanol,Trypanosoma cruzi,+,CHEBI:17790
3897,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),NAD+,Entamoeba histolytica,+,CHEBI:15846
3898,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),NADPH,Pseudomonas aeruginosa,+,CHEBI:16474
3899,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),propan-1-ol,Thermus thermophilus,+,CHEBI:28831
3900,1.2.1.12,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),propan-2-ol,Thermus thermophilus,+,CHEBI:17824
3904,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),"1,3-diphosphoglycerate",Spinacia oleracea,+,CHEBI:16001
3907,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ATP,Euglena gracilis,+,CHEBI:15422
3908,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ATP,Phaseolus vulgaris,+,CHEBI:15422
3909,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ATP,Spinacia oleracea,+,CHEBI:15422
3911,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),ATP,Tetradesmus obliquus,+,CHEBI:15422
3913,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),cholate,Phaseolus vulgaris,+,CHEBI:16359
3917,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),cysteine,Pisum sativum,+,CHEBI:35235
3929,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),glutathione,Pisum sativum,+,CHEBI:16856
3930,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),"glycerate 1,3-bisphosphate",Spinacia oleracea,+,CHEBI:16001
3931,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),GSH,Synechococcus elongatus,+,CHEBI:16856
3933,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),NADP+,Asterionella formosa,+,CHEBI:18009
3934,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),NADP+,Spinacia oleracea,+,CHEBI:18009
3936,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),NADPH,Phaseolus vulgaris,+,CHEBI:16474
3937,1.2.1.13,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),NADPH,Spinacia oleracea,+,CHEBI:16474
3947,1.2.1.16,succinate-semialdehyde dehydrogenase [NAD(P)+],4-aminobutyrate,Cupriavidus necator,+,CHEBI:59888
3948,1.2.1.16,succinate-semialdehyde dehydrogenase [NAD(P)+],4-aminobutyric acid,Escherichia coli,+,CHEBI:59888
3949,1.2.1.16,succinate-semialdehyde dehydrogenase [NAD(P)+],cysteine,Pseudomonas fluorescens,+,CHEBI:35235
3957,1.2.1.16,succinate-semialdehyde dehydrogenase [NAD(P)+],gamma-aminobutyrate,Escherichia coli,+,CHEBI:59888
3958,1.2.1.16,succinate-semialdehyde dehydrogenase [NAD(P)+],glutathione,Pseudomonas fluorescens,+,CHEBI:16856
3963,1.2.1.21,glycolaldehyde dehydrogenase,pyridoxal,Escherichia coli,+,CHEBI:17310
3964,1.2.1.21,glycolaldehyde dehydrogenase,pyridoxal 5'-phosphate,Escherichia coli,+,CHEBI:18405
3965,1.2.1.21,glycolaldehyde dehydrogenase,pyridoxine,Escherichia coli,+,CHEBI:16709
3966,1.2.1.22,lactaldehyde dehydrogenase,cysteine,Escherichia coli,+,CHEBI:35235
3968,1.2.1.22,lactaldehyde dehydrogenase,glutathione,Escherichia coli,+,CHEBI:16856
3969,1.2.1.22,lactaldehyde dehydrogenase,glutathione,Saccharomyces cerevisiae,+,CHEBI:16856
3976,1.2.1.23,2-oxoaldehyde dehydrogenase (NAD+),dihydroxyacetone phosphate,Capra hircus,+,CHEBI:16108
3978,1.2.1.23,2-oxoaldehyde dehydrogenase (NAD+),"fructose 1,6-bisphosphate",Capra hircus,+,CHEBI:28013
3979,1.2.1.23,2-oxoaldehyde dehydrogenase (NAD+),"fructose 1,6-bisphosphate",Pseudomonas putida,+,CHEBI:28013
3980,1.2.1.23,2-oxoaldehyde dehydrogenase (NAD+),glutathione,Pseudomonas putida,+,CHEBI:16856
3983,1.2.1.23,2-oxoaldehyde dehydrogenase (NAD+),L-cysteine,Pseudomonas putida,+,CHEBI:35235
3993,1.2.1.24,succinate-semialdehyde dehydrogenase (NAD+),glutathione,Solanum tuberosum,+,CHEBI:16856
3994,1.2.1.24,succinate-semialdehyde dehydrogenase (NAD+),L-Cys,Solanum tuberosum,+,CHEBI:35235
3996,1.2.1.25,branched-chain alpha-keto acid dehydrogenase system,thiamine diphosphate,Homo sapiens,+,CHEBI:9532
3997,1.2.1.26,"2,5-dioxovalerate dehydrogenase",D-galactarate,Azospirillum brasilense,+,CHEBI:30852
3998,1.2.1.26,"2,5-dioxovalerate dehydrogenase",D-glucarate,Azospirillum brasilense,+,CHEBI:16002
4001,1.2.1.26,"2,5-dioxovalerate dehydrogenase",NADP+,Saccharolobus solfataricus,+,CHEBI:18009
4008,1.2.1.3,aldehyde dehydrogenase (NAD+),acetaldehyde,Sus scrofa,+,CHEBI:15343
4012,1.2.1.3,aldehyde dehydrogenase (NAD+),ascorbate,Sinorhizobium meliloti,+,CHEBI:29073
4014,1.2.1.3,aldehyde dehydrogenase (NAD+),Butanal,Sus scrofa,+,CHEBI:15743
4024,1.2.1.3,aldehyde dehydrogenase (NAD+),estrone,Rattus norvegicus,+,CHEBI:17263
4025,1.2.1.3,aldehyde dehydrogenase (NAD+),GSH,Rattus norvegicus,+,CHEBI:16856
4028,1.2.1.3,aldehyde dehydrogenase (NAD+),NAD+,Ovis aries,+,CHEBI:15846
4029,1.2.1.3,aldehyde dehydrogenase (NAD+),NADH,Ovis aries,+,CHEBI:16908
4035,1.2.1.3,aldehyde dehydrogenase (NAD+),propanal,Sus scrofa,+,CHEBI:17153
4041,1.2.1.31,L-aminoadipate-semialdehyde dehydrogenase,ATP,Schizosaccharomyces pombe,+,CHEBI:15422
4042,1.2.1.31,L-aminoadipate-semialdehyde dehydrogenase,ATP,Penicillium chrysogenum,+,CHEBI:15422
4044,1.2.1.31,L-aminoadipate-semialdehyde dehydrogenase,L-cysteine,Homo sapiens,+,CHEBI:35235
4048,1.2.1.36,retinal dehydrogenase,cholesterol,Mus musculus,+,CHEBI:16113
4052,1.2.1.36,retinal dehydrogenase,estrogen,Mus musculus,+,CHEBI:16469
4053,1.2.1.36,retinal dehydrogenase,glutathione,Homo sapiens,+,CHEBI:16856
4054,1.2.1.36,retinal dehydrogenase,glutathione,Rattus norvegicus,+,CHEBI:16856
4056,1.2.1.4,aldehyde dehydrogenase (NADP+),ethanol,Escherichia coli,+,CHEBI:16236
4075,1.2.1.46,formaldehyde dehydrogenase,methanol,Ogataea angusta,+,CHEBI:17790
4076,1.2.1.46,formaldehyde dehydrogenase,methanol,Hyphomicrobium zavarzinii,+,CHEBI:17790
4093,1.2.1.5,aldehyde dehydrogenase [NAD(P)+],ethanol,Homo sapiens,+,CHEBI:16236
4098,1.2.1.51,pyruvate dehydrogenase (NADP+),thiamine diphosphate,Euglena gracilis,+,CHEBI:9532
4101,1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),Asp,Auxenochlorella pyrenoidosa,+,CHEBI:17053
4102,1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),Cys,Auxenochlorella pyrenoidosa,+,CHEBI:35235
4107,1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),glutathione,Anabaena cylindrica,+,CHEBI:16856
4108,1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),glutathione,Anabaena sp.,+,CHEBI:16856
4109,1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),glutathione,Trichormus variabilis,+,CHEBI:16856
4110,1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),Gly,Auxenochlorella pyrenoidosa,+,CHEBI:57305
4111,1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),His,Auxenochlorella pyrenoidosa,+,CHEBI:57595
4112,1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),lipoic acid,Anabaena sp.,+,CHEBI:30314
4113,1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating),Ser,Auxenochlorella pyrenoidosa,+,CHEBI:33384
4114,1.2.1.64,4-hydroxybenzaldehyde dehydrogenase (NAD+),ADP,Lithospermum erythrorhizon,+,CHEBI:16761
4115,1.2.1.64,4-hydroxybenzaldehyde dehydrogenase (NAD+),AMP,Lithospermum erythrorhizon,+,CHEBI:16027
4116,1.2.1.64,4-hydroxybenzaldehyde dehydrogenase (NAD+),ATP,Lithospermum erythrorhizon,+,CHEBI:15422
4118,1.2.1.64,4-hydroxybenzaldehyde dehydrogenase (NAD+),CoA,Lithospermum erythrorhizon,+,CHEBI:15346
4130,1.2.1.70,glutamyl-tRNA reductase,heme,Acidithiobacillus ferrooxidans,+,CHEBI:26355
4133,1.2.1.70,glutamyl-tRNA reductase,puromycin,Arabidopsis thaliana,+,CHEBI:17939
4137,1.2.1.79,succinate-semialdehyde dehydrogenase (NADP+),2-oxoglutarate,Synechocystis sp.,+,CHEBI:30915
4138,1.2.1.79,succinate-semialdehyde dehydrogenase (NADP+),citrate,Synechocystis sp.,+,CHEBI:30769
4143,1.2.1.79,succinate-semialdehyde dehydrogenase (NADP+),oxaloacetate,Synechocystis sp.,+,CHEBI:30744
4144,1.2.1.8,betaine-aldehyde dehydrogenase,Cys,Rattus norvegicus,+,CHEBI:35235
4146,1.2.1.8,betaine-aldehyde dehydrogenase,glycine betaine,Spinacia oleracea,+,CHEBI:17750
4148,1.2.1.8,betaine-aldehyde dehydrogenase,methanol,Suaeda salsa,+,CHEBI:17790
4159,1.2.1.8,betaine-aldehyde dehydrogenase,Pro,Sus scrofa,+,CHEBI:60039
4163,1.2.1.88,L-glutamate gamma-semialdehyde dehydrogenase,N-acetylglutamate,Mammalia,+,CHEBI:17533
4168,1.2.1.89,D-glyceraldehyde dehydrogenase (NADP+),glutathione,Thermoplasma acidophilum,+,CHEBI:16856
4170,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),ADP,Hevea brasiliensis,+,CHEBI:16761
4171,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),AMP,Hevea brasiliensis,+,CHEBI:16027
4172,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),AMP,Saccharolobus solfataricus,+,CHEBI:16027
4173,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),ATP,Hevea brasiliensis,+,CHEBI:15422
4174,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),D-fructose,Saccharolobus solfataricus,+,CHEBI:37721
4176,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),D-glucose 1-phosphate,Thermococcus kodakarensis,+,CHEBI:16077
4177,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),D-glucose 1-phosphate,Saccharolobus solfataricus,+,CHEBI:16077
4178,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),D-glucose 1-phosphate,Sulfurisphaera tokodaii,+,CHEBI:16077
4184,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),NADP+,Asterionella formosa,+,CHEBI:18009
4185,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),NADP+,Chlamydomonas reinhardtii,+,CHEBI:18009
4186,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),NADP+,Pseudocharaciopsis ovalis,+,CHEBI:18009
4188,1.2.1.9,glyceraldehyde-3-phosphate dehydrogenase (NADP+),pyruvate,Saccharolobus solfataricus,+,CHEBI:32816
4189,1.2.1.90,glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+],ADP,Thermoproteus tenax,+,CHEBI:16761
4191,1.2.1.90,glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+],AMP,Thermoproteus tenax,+,CHEBI:16027
4196,1.2.1.90,glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+],D-glucose 1-phosphate,Thermoproteus tenax,+,CHEBI:16077
4198,1.2.1.90,glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+],D-glucose 6-phosphate,Thermoproteus tenax,+,CHEBI:4170
4202,1.2.1.94,farnesal dehydrogenase,NAD+,Manduca sexta,+,CHEBI:15846
4217,1.2.3.1,aldehyde oxidase,FAD,Mus musculus,+,CHEBI:16238
4219,1.2.3.1,aldehyde oxidase,menadione,Cavia porcellus,+,CHEBI:28869
4223,1.2.3.1,aldehyde oxidase,NAD+,Rattus sp.,+,CHEBI:15846
4224,1.2.3.1,aldehyde oxidase,NAD+,Mus musculus,+,CHEBI:15846
4226,1.2.3.1,aldehyde oxidase,NADH,Rattus sp.,+,CHEBI:16908
4228,1.2.3.1,aldehyde oxidase,NADP+,Rattus sp.,+,CHEBI:18009
4229,1.2.3.1,aldehyde oxidase,NADPH,Rattus sp.,+,CHEBI:16474
4235,1.2.3.13,4-hydroxyphenylpyruvate oxidase,cysteine,Arthrobacter globiformis,+,CHEBI:35235
4237,1.2.3.13,4-hydroxyphenylpyruvate oxidase,GSH,Arthrobacter globiformis,+,CHEBI:16856
4258,1.2.3.4,oxalate oxidase,"D-fructose 1,6-bisphosphate",Oryza sativa,+,CHEBI:28013
4260,1.2.3.4,oxalate oxidase,D-glucose 6-phosphate,Oryza sativa,+,CHEBI:4170
4263,1.2.3.4,oxalate oxidase,FAD,Hordeum vulgare,+,CHEBI:16238
4264,1.2.3.4,oxalate oxidase,FAD,Pseudomonas sp.,+,CHEBI:16238
4265,1.2.3.4,oxalate oxidase,FAD,Sorghum sp.,+,CHEBI:16238
4266,1.2.3.4,oxalate oxidase,FAD,Sorghum bicolor,+,CHEBI:16238
4268,1.2.3.4,oxalate oxidase,FAD,Helianthus annuus,+,CHEBI:16238
4270,1.2.3.4,oxalate oxidase,FMN,Tilletia controversa,+,CHEBI:17621
4271,1.2.3.4,oxalate oxidase,FMN,Hordeum vulgare,+,CHEBI:17621
4272,1.2.3.4,oxalate oxidase,FMN,Pseudomonas sp.,+,CHEBI:17621
4273,1.2.3.4,oxalate oxidase,FMN,Sorghum sp.,+,CHEBI:17621
4274,1.2.3.4,oxalate oxidase,FMN,Sorghum bicolor,+,CHEBI:17621
4275,1.2.3.4,oxalate oxidase,FMN,Helianthus annuus,+,CHEBI:17621
4276,1.2.3.4,oxalate oxidase,Formamide,Hordeum vulgare,+,CHEBI:16397
4277,1.2.3.4,oxalate oxidase,glucose,Amaranthus spinosus,+,CHEBI:4167
4278,1.2.3.4,oxalate oxidase,glycine,Amaranthus spinosus,+,CHEBI:57305
4279,1.2.3.4,oxalate oxidase,hippuric acid,Amaranthus spinosus,+,CHEBI:18089
4280,1.2.3.4,oxalate oxidase,hydroquinone,Pseudomonas sp.,+,CHEBI:17594
4283,1.2.3.4,oxalate oxidase,NAD+,Sorghum bicolor,+,CHEBI:15846
4287,1.2.3.4,oxalate oxidase,riboflavin,Tilletia controversa,+,CHEBI:17015
4288,1.2.3.4,oxalate oxidase,riboflavin,Hordeum vulgare,+,CHEBI:17015
4289,1.2.3.4,oxalate oxidase,riboflavin,Pseudomonas sp.,+,CHEBI:17015
4290,1.2.3.4,oxalate oxidase,riboflavin,Sorghum bicolor,+,CHEBI:17015
4291,1.2.3.4,oxalate oxidase,riboflavin,Helianthus annuus,+,CHEBI:17015
4292,1.2.3.4,oxalate oxidase,serine,Amaranthus spinosus,+,CHEBI:33384
4294,1.2.3.4,oxalate oxidase,Urea,Amaranthus spinosus,+,CHEBI:16199
4302,1.2.4.2,oxoglutarate dehydrogenase (succinyl-transferring),ADP,Sus scrofa,+,CHEBI:16761
4303,1.2.4.2,oxoglutarate dehydrogenase (succinyl-transferring),ADP,Rattus norvegicus,+,CHEBI:16761
4305,1.2.4.2,oxoglutarate dehydrogenase (succinyl-transferring),ADP,Saccharomyces cerevisiae,+,CHEBI:16761
4307,1.2.4.2,oxoglutarate dehydrogenase (succinyl-transferring),ethanol,Rattus norvegicus,+,CHEBI:16236
4308,1.2.4.2,oxoglutarate dehydrogenase (succinyl-transferring),glutathione,Rattus norvegicus,+,CHEBI:16856
4309,1.2.4.2,oxoglutarate dehydrogenase (succinyl-transferring),NADH,Cavia porcellus,+,CHEBI:16908
4310,1.2.4.2,oxoglutarate dehydrogenase (succinyl-transferring),NADH,Sus scrofa,+,CHEBI:16908
4313,1.2.4.2,oxoglutarate dehydrogenase (succinyl-transferring),thiamine diphosphate,Mus musculus,+,CHEBI:9532
4314,1.2.4.2,oxoglutarate dehydrogenase (succinyl-transferring),thiamine diphosphate,Rattus norvegicus,+,CHEBI:9532
4316,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),5-fluorouracil,Rattus norvegicus,+,CHEBI:46345
4321,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),alpha-Ketoisocaproate,Rattus norvegicus,+,CHEBI:17865
4325,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),L-Val,Pseudomonas putida,+,CHEBI:57762
4326,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),L-Val,Saccharomyces cerevisiae,+,CHEBI:57762
4327,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),L-Val,Pseudomonas aeruginosa,+,CHEBI:57762
4328,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),Lipoamide,Bos taurus,+,CHEBI:17460
4329,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),Lipoamide,Oryctolagus cuniculus,+,CHEBI:17460
4330,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),Lipoamide,Rattus norvegicus,+,CHEBI:17460
4334,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Arabidopsis thaliana,+,CHEBI:9532
4335,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Bos taurus,+,CHEBI:9532
4336,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Enterococcus faecalis,+,CHEBI:9532
4337,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Homo sapiens,+,CHEBI:9532
4338,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Oryctolagus cuniculus,+,CHEBI:9532
4339,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Ovis aries,+,CHEBI:9532
4340,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Pseudomonas aeruginosa,+,CHEBI:9532
4341,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Pseudomonas putida,+,CHEBI:9532
4342,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Rattus norvegicus,+,CHEBI:9532
4343,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Saccharomyces cerevisiae,+,CHEBI:9532
4344,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Streptomyces avermitilis,+,CHEBI:9532
4345,1.2.4.4,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring),thiamine diphosphate,Vigna radiata,+,CHEBI:9532
4362,1.2.5.1,pyruvate dehydrogenase (quinone),linoleic acid,Escherichia coli,+,CHEBI:17351
4363,1.2.5.1,pyruvate dehydrogenase (quinone),linolelaidic acid,Escherichia coli,+,CHEBI:17351
4364,1.2.5.1,pyruvate dehydrogenase (quinone),linolenic acid,Escherichia coli,+,CHEBI:27432
4368,1.2.5.1,pyruvate dehydrogenase (quinone),n-nonanoic acid,Escherichia coli,+,CHEBI:29019
4369,1.2.5.1,pyruvate dehydrogenase (quinone),oleic acid,Escherichia coli,+,CHEBI:16196
4371,1.2.5.1,pyruvate dehydrogenase (quinone),palmitic acid,Escherichia coli,+,CHEBI:15756
4379,1.2.7.1,pyruvate synthase,thiamine diphosphate,Thermotoga maritima,+,CHEBI:9532
4381,1.2.7.3,2-oxoglutarate synthase,thiamine diphosphate,Thermococcus litoralis,+,CHEBI:9532
4392,1.2.7.5,aldehyde ferredoxin oxidoreductase,D-glucose,Thermoanaerobacter sp.,+,CHEBI:4167
4393,1.2.7.5,aldehyde ferredoxin oxidoreductase,Isobutanoate,Thermoanaerobacter sp.,+,CHEBI:48944
4398,1.2.7.6,glyceraldehyde-3-phosphate dehydrogenase (ferredoxin),"2,3-bisphosphoglycerate",Pyrococcus furiosus,+,CHEBI:28907
4399,1.2.7.6,glyceraldehyde-3-phosphate dehydrogenase (ferredoxin),3-phosphoglycerate,Pyrococcus furiosus,+,CHEBI:17794
