,EC,Enz,Met,Org,Mode,ChEBI
53351,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],dihydrofolate,Sus scrofa,-,CHEBI:15633
53358,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],menadione,Saccharomyces cerevisiae,-,CHEBI:28869
53371,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],NADH,Escherichia coli,-,CHEBI:16908
53372,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],NADH,Sus scrofa,-,CHEBI:16908
53373,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],NADPH,Sus scrofa,-,CHEBI:16474
53377,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],S-adenosyl-L-methionine,Homo sapiens,-,CHEBI:15414
53378,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],S-adenosyl-L-methionine,Saccharomyces cerevisiae,-,CHEBI:15414
53379,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],S-adenosylmethionine,Homo sapiens,-,CHEBI:15414
53380,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],S-adenosylmethionine,Sus scrofa,-,CHEBI:15414
53385,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],S-adenosylmethionine,Rattus norvegicus,-,CHEBI:15414
53391,1.5.1.20,methylenetetrahydrofolate reductase [NAD(P)H],tetrahydrofolate,Homo sapiens,-,CHEBI:15635
53399,1.5.1.21,1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase (NADPH),NADPH,Pseudomonas putida,-,CHEBI:16474
53406,1.5.1.22,Strombine dehydrogenase,acetate,Meretrix lusoria,-,CHEBI:15366
53407,1.5.1.22,Strombine dehydrogenase,D-lactate,Meretrix lusoria,-,CHEBI:42111
53408,1.5.1.22,Strombine dehydrogenase,D-lactate,Mercenaria mercenaria,-,CHEBI:42111
53412,1.5.1.22,Strombine dehydrogenase,L-lactate,Meretrix lusoria,-,CHEBI:422
53413,1.5.1.22,Strombine dehydrogenase,L-lactate,Mercenaria mercenaria,-,CHEBI:422
53416,1.5.1.22,Strombine dehydrogenase,oxaloacetate,Meretrix lusoria,-,CHEBI:30744
53417,1.5.1.22,Strombine dehydrogenase,pyruvate,Suberites domuncula,-,CHEBI:32816
53418,1.5.1.22,Strombine dehydrogenase,succinate,Meretrix lusoria,-,CHEBI:15741
53419,1.5.1.22,Strombine dehydrogenase,succinate,Mercenaria mercenaria,-,CHEBI:15741
53420,1.5.1.23,Tauropine dehydrogenase,2-oxobutanoate,Arabella iricolor,-,CHEBI:16763
53426,1.5.1.23,Tauropine dehydrogenase,L-lactate,Haliotis tuberculata,-,CHEBI:422
53427,1.5.1.23,Tauropine dehydrogenase,NAD+,Haliotis discus,-,CHEBI:15846
53428,1.5.1.23,Tauropine dehydrogenase,NAD+,Haliotis tuberculata,-,CHEBI:15846
53429,1.5.1.23,Tauropine dehydrogenase,oxaloacetate,Arabella iricolor,-,CHEBI:30744
53430,1.5.1.23,Tauropine dehydrogenase,pyruvate,Halichondria japonica,-,CHEBI:32816
53431,1.5.1.23,Tauropine dehydrogenase,pyruvate,Arabella iricolor,-,CHEBI:32816
53432,1.5.1.23,Tauropine dehydrogenase,pyruvate,Haliotis discus,-,CHEBI:32816
53433,1.5.1.23,Tauropine dehydrogenase,succinate,Haliotis tuberculata,-,CHEBI:15741
53457,1.5.1.25,thiomorpholine-carboxylate dehydrogenase,DELTA1-piperideine 2-carboxylate,Homo sapiens,-,CHEBI:77631
53459,1.5.1.25,thiomorpholine-carboxylate dehydrogenase,L-tyrosine,Homo sapiens,-,CHEBI:58315
53860,1.5.1.3,dihydrofolate reductase,"5,6,7,8-tetrahydrofolate",Mycobacterium tuberculosis,-,CHEBI:15635
53919,1.5.1.3,dihydrofolate reductase,5-fluorouracil,Trypanosoma brucei,-,CHEBI:46345
54294,1.5.1.3,dihydrofolate reductase,citrate,Gallus gallus,-,CHEBI:30769
54318,1.5.1.3,dihydrofolate reductase,dihydrofolic acid,Pneumocystis carinii,-,CHEBI:15633
54319,1.5.1.3,dihydrofolate reductase,DMSO,Mus musculus,-,CHEBI:28262
54335,1.5.1.3,dihydrofolate reductase,folate,Crithidia fasciculata,-,CHEBI:27470
54336,1.5.1.3,dihydrofolate reductase,folate,Enterococcus faecalis,-,CHEBI:27470
54337,1.5.1.3,dihydrofolate reductase,folate,Escherichia coli,-,CHEBI:27470
54338,1.5.1.3,dihydrofolate reductase,folate,Glycine max,-,CHEBI:27470
54339,1.5.1.3,dihydrofolate reductase,folate,Homo sapiens,-,CHEBI:27470
54340,1.5.1.3,dihydrofolate reductase,folate,Saccharomyces cerevisiae,-,CHEBI:27470
54341,1.5.1.3,dihydrofolate reductase,folate,Tetradesmus obliquus,-,CHEBI:27470
54343,1.5.1.3,dihydrofolate reductase,folate,Strigomonas oncopelti,-,CHEBI:27470
54344,1.5.1.3,dihydrofolate reductase,folate,Lacticaseibacillus casei,-,CHEBI:27470
54345,1.5.1.3,dihydrofolate reductase,folate,Danio rerio,-,CHEBI:27470
54347,1.5.1.3,dihydrofolate reductase,folic acid,Saccharomyces cerevisiae,-,CHEBI:27470
54636,1.5.1.3,dihydrofolate reductase,NADP+,Crithidia fasciculata,-,CHEBI:18009
54637,1.5.1.3,dihydrofolate reductase,NADP+,Gallus gallus,-,CHEBI:18009
54638,1.5.1.3,dihydrofolate reductase,NADP+,Lacticaseibacillus casei,-,CHEBI:18009
54639,1.5.1.3,dihydrofolate reductase,NADP+,Saccharomyces cerevisiae,-,CHEBI:18009
54640,1.5.1.3,dihydrofolate reductase,NADP+,Sus scrofa,-,CHEBI:18009
54641,1.5.1.3,dihydrofolate reductase,NADP+,Mycobacterium tuberculosis,-,CHEBI:18009
54749,1.5.1.3,dihydrofolate reductase,tetrahydrofolate,Sus scrofa,-,CHEBI:15635
54750,1.5.1.3,dihydrofolate reductase,TMP,Enterococcus faecalis,-,CHEBI:17013
54751,1.5.1.3,dihydrofolate reductase,TMP,Homo sapiens,-,CHEBI:17013
54752,1.5.1.3,dihydrofolate reductase,TMP,Pneumocystis carinii,-,CHEBI:17013
54753,1.5.1.3,dihydrofolate reductase,TMP,Pneumocystis jirovecii,-,CHEBI:17013
54826,1.5.1.3,dihydrofolate reductase,Urea,Candida albicans,-,CHEBI:16199
54827,1.5.1.3,dihydrofolate reductase,Urea,Glycine max,-,CHEBI:16199
54828,1.5.1.3,dihydrofolate reductase,Urea,Saccharomyces cerevisiae,-,CHEBI:16199
54829,1.5.1.3,dihydrofolate reductase,Urea,Escherichia coli,-,CHEBI:16199
54830,1.5.1.3,dihydrofolate reductase,Urea,Lactobacillus leichmannii,-,CHEBI:16199
54831,1.5.1.3,dihydrofolate reductase,Urea,Enterococcus faecium,-,CHEBI:16199
54832,1.5.1.3,dihydrofolate reductase,Urea,Pneumocystis carinii,-,CHEBI:16199
54842,1.5.1.30,flavin reductase (NADPH),"2,3-diphosphoglycerate",Homo sapiens,-,CHEBI:28907
54860,1.5.1.30,flavin reductase (NADPH),NADP+,Escherichia coli,-,CHEBI:18009
54861,1.5.1.30,flavin reductase (NADPH),NADP+,Homo sapiens,-,CHEBI:18009
54862,1.5.1.30,flavin reductase (NADPH),NADPH,Escherichia coli,-,CHEBI:16474
54869,1.5.1.30,flavin reductase (NADPH),riboflavin,Trichomonas vaginalis,-,CHEBI:17015
54945,1.5.1.33,pteridine reductase,"2-amino-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidine-5-carbonitrile",Leishmania major,-,CHEBI:45075
54946,1.5.1.33,pteridine reductase,"2-amino-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidine-5-carbonitrile",Trypanosoma brucei,-,CHEBI:45075
55032,1.5.1.33,pteridine reductase,dihydrobiopterin,Leishmania major,-,CHEBI:43029
55033,1.5.1.33,pteridine reductase,dihydrobiopterin,Trypanosoma brucei,-,CHEBI:43029
55037,1.5.1.33,pteridine reductase,dihydrofolate,Leishmania major,-,CHEBI:15633
55039,1.5.1.33,pteridine reductase,dihydroneopterin,Leishmania major,-,CHEBI:17001
55062,1.5.1.33,pteridine reductase,NADP+,Leishmania major,-,CHEBI:18009
55119,1.5.1.34,"6,7-dihydropteridine reductase",3(4-hydroxyphenyl)pyruvate,Homo sapiens,-,CHEBI:15999
55120,1.5.1.34,"6,7-dihydropteridine reductase",3(4-hydroxyphenyl)pyruvate,Ovis aries,-,CHEBI:15999
55122,1.5.1.34,"6,7-dihydropteridine reductase",3-O-methyldopamine,Homo sapiens,-,CHEBI:1582
55134,1.5.1.34,"6,7-dihydropteridine reductase",4-hydroxyphenyllactate,Homo sapiens,-,CHEBI:17385
55135,1.5.1.34,"6,7-dihydropteridine reductase",4-hydroxyphenyllactate,Ovis aries,-,CHEBI:17385
55139,1.5.1.34,"6,7-dihydropteridine reductase","4-[(1R)-2-amino-1-hydroxyethyl]benzene-1,2-diol",Rattus norvegicus,-,CHEBI:18357
55140,1.5.1.34,"6,7-dihydropteridine reductase","4-[(1R)-2-amino-1-hydroxyethyl]benzene-1,2-diol",Homo sapiens,-,CHEBI:18357
55163,1.5.1.34,"6,7-dihydropteridine reductase",dopamine,Homo sapiens,-,CHEBI:18243
55164,1.5.1.34,"6,7-dihydropteridine reductase",dopamine,Rattus norvegicus,-,CHEBI:18243
55181,1.5.1.34,"6,7-dihydropteridine reductase",L-tyrosine,Homo sapiens,-,CHEBI:58315
55182,1.5.1.34,"6,7-dihydropteridine reductase",L-tyrosine,Ovis aries,-,CHEBI:58315
55183,1.5.1.34,"6,7-dihydropteridine reductase",L-tyrosine,Bos taurus,-,CHEBI:58315
55200,1.5.1.34,"6,7-dihydropteridine reductase",NAD+,Ovis aries,-,CHEBI:15846
55201,1.5.1.34,"6,7-dihydropteridine reductase",NADP+,Bos taurus,-,CHEBI:18009
55202,1.5.1.34,"6,7-dihydropteridine reductase",noradrenaline,Rattus norvegicus,-,CHEBI:18357
55203,1.5.1.34,"6,7-dihydropteridine reductase",norepinephrine,Homo sapiens,-,CHEBI:18357
55204,1.5.1.34,"6,7-dihydropteridine reductase",o-hydroxyphenylacetic acid,Homo sapiens,-,CHEBI:28478
55205,1.5.1.34,"6,7-dihydropteridine reductase",o-hydroxyphenylacetic acid,Ovis aries,-,CHEBI:28478
55211,1.5.1.34,"6,7-dihydropteridine reductase",phenylacetic acid,Homo sapiens,-,CHEBI:30745
55212,1.5.1.34,"6,7-dihydropteridine reductase",phenylacetic acid,Ovis aries,-,CHEBI:30745
55213,1.5.1.34,"6,7-dihydropteridine reductase",phenylalanine,Rattus norvegicus,-,CHEBI:58095
55220,1.5.1.34,"6,7-dihydropteridine reductase",salsolinol,Homo sapiens,-,CHEBI:113
55221,1.5.1.34,"6,7-dihydropteridine reductase",serotonin,Rattus norvegicus,-,CHEBI:28790
55222,1.5.1.34,"6,7-dihydropteridine reductase",tetrahydrobiopterin,Homo sapiens,-,CHEBI:59560
55225,1.5.1.34,"6,7-dihydropteridine reductase",tryptophan,Rattus norvegicus,-,CHEBI:57912
55226,1.5.1.34,"6,7-dihydropteridine reductase",tyramine,Homo sapiens,-,CHEBI:15760
55227,1.5.1.34,"6,7-dihydropteridine reductase",tyramine,Ovis aries,-,CHEBI:15760
55229,1.5.1.34,"6,7-dihydropteridine reductase",[4-hydroxyphenyl]acetic acid,Homo sapiens,-,CHEBI:18101
55235,1.5.1.36,flavin reductase (NADH),AMP,Paracoccus denitrificans,-,CHEBI:16027
55262,1.5.1.37,FAD reductase (NADH),AMP,Pseudomonas fluorescens,-,CHEBI:16027
55263,1.5.1.37,FAD reductase (NADH),NAD+,Pseudomonas putida,-,CHEBI:15846
55264,1.5.1.37,FAD reductase (NADH),NAD+,Pseudomonas fluorescens,-,CHEBI:15846
55266,1.5.1.38,FMN reductase (NADPH),AMP,Vibrio harveyi,-,CHEBI:16027
55268,1.5.1.38,FMN reductase (NADPH),FMN,Escherichia coli,-,CHEBI:17621
55279,1.5.1.42,FMN reductase (NADH),AMP,Vibrio harveyi,-,CHEBI:16027
55282,1.5.1.42,FMN reductase (NADH),NAD+,Pseudomonas putida,-,CHEBI:15846
55302,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),ATP,Clostridium cylindrosporum,-,CHEBI:15422
55303,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),ATP,Escherichia coli,-,CHEBI:15422
55304,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),ATP,Salmonella enterica,-,CHEBI:15422
55308,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),dihydropteroylmonoglutamate,Pisum sativum,-,CHEBI:27470
55310,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),folic acid,Sus scrofa,-,CHEBI:27470
55312,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),formaldehyde,Saccharomyces cerevisiae,-,CHEBI:16842
55313,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),formaldehyde,Bos taurus,-,CHEBI:16842
55314,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),GTP,Escherichia coli,-,CHEBI:15996
55315,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),GTP,Salmonella enterica,-,CHEBI:15996
55316,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),guanine,Enterococcus faecium,-,CHEBI:16235
55319,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),ITP,Salmonella enterica,-,CHEBI:16039
55328,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),NAD+,Moorella thermoacetica,-,CHEBI:15846
55329,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),NAD+,Sus scrofa,-,CHEBI:15846
55330,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),NADPH,Homo sapiens,-,CHEBI:16474
55331,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),NADPH,Sus scrofa,-,CHEBI:16474
55343,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),pteroylglutamate,Pisum sativum,-,CHEBI:27470
55344,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),pteroylglutamates,Pisum sativum,-,CHEBI:27470
55345,1.5.1.5,methylenetetrahydrofolate dehydrogenase (NADP+),pteroylglutamates,Sus scrofa,-,CHEBI:27470
55347,1.5.1.53,methylenetetrahydrofolate reductase (NADPH),"5,10-methylenetetrahydrofolate",Sus scrofa,-,CHEBI:1989
55350,1.5.1.53,methylenetetrahydrofolate reductase (NADPH),dihydrofolate,Homo sapiens,-,CHEBI:15633
55351,1.5.1.53,methylenetetrahydrofolate reductase (NADPH),dihydrofolate,Sus scrofa,-,CHEBI:15633
55353,1.5.1.53,methylenetetrahydrofolate reductase (NADPH),folic acid,Sus scrofa,-,CHEBI:27470
55354,1.5.1.53,methylenetetrahydrofolate reductase (NADPH),methenyltetrahydrofolate,Sus scrofa,-,CHEBI:15638
55356,1.5.1.53,methylenetetrahydrofolate reductase (NADPH),NADPH,Sus scrofa,-,CHEBI:16474
55357,1.5.1.53,methylenetetrahydrofolate reductase (NADPH),S-adenosyl-L-methionine,Homo sapiens,-,CHEBI:15414
55358,1.5.1.53,methylenetetrahydrofolate reductase (NADPH),S-adenosyl-L-methionine,Sus scrofa,-,CHEBI:15414
55363,1.5.1.53,methylenetetrahydrofolate reductase (NADPH),tetrahydrofolate,Homo sapiens,-,CHEBI:15635
55364,1.5.1.53,methylenetetrahydrofolate reductase (NADPH),tetrahydrofolate,Sus scrofa,-,CHEBI:15635
55365,1.5.1.54,methylenetetrahydrofolate reductase (NADH),"5,10-methylenetetrahydrofolate",Escherichia coli,-,CHEBI:1989
55367,1.5.1.54,methylenetetrahydrofolate reductase (NADH),NADH,Escherichia coli,-,CHEBI:16908
55370,1.5.1.6,formyltetrahydrofolate dehydrogenase,5-formyltetrahydrofolate,Rattus norvegicus,-,CHEBI:63606
55376,1.5.1.6,formyltetrahydrofolate dehydrogenase,propanal,Rattus norvegicus,-,CHEBI:17153
55378,1.5.1.6,formyltetrahydrofolate dehydrogenase,tetrahydrofolate,Oryctolagus cuniculus,-,CHEBI:15635
55379,1.5.1.6,formyltetrahydrofolate dehydrogenase,tetrahydrofolate,Rattus norvegicus,-,CHEBI:15635
55380,1.5.1.6,formyltetrahydrofolate dehydrogenase,tetrahydrofolate,Sus scrofa,-,CHEBI:15635
55397,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)","2,3-Butanedione",Saccharomyces cerevisiae,-,CHEBI:16583
55398,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",2-oxoglutarate,Saccharomyces cerevisiae,-,CHEBI:30915
55401,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",adenosine,Saccharomyces cerevisiae,-,CHEBI:16335
55402,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",adenosine,Meyerozyma guilliermondii,-,CHEBI:16335
55404,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",ADP,Meyerozyma guilliermondii,-,CHEBI:16761
55405,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",ADP,Saccharomyces cerevisiae,-,CHEBI:16761
55407,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",alpha-ketoadipate,Saccharomyces cerevisiae,-,CHEBI:15753
55408,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",alpha-ketoglutarate,Saccharomyces cerevisiae,-,CHEBI:16810
55415,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",AMP,Meyerozyma guilliermondii,-,CHEBI:16027
55416,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",AMP,Saccharomyces cerevisiae,-,CHEBI:16027
55417,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",ATP,Meyerozyma guilliermondii,-,CHEBI:15422
55418,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",D-Lysine,Saccharomyces cerevisiae,-,CHEBI:16855
55420,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",Glutarate,Saccharomyces cerevisiae,-,CHEBI:17859
55425,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",L-arginine,Saccharomyces cerevisiae,-,CHEBI:16467
55426,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",L-glutamine,Saccharomyces cerevisiae,-,CHEBI:58359
55427,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",L-isoleucine,Candida maltosa,-,CHEBI:58045
55428,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",L-isoleucine,Saccharomyces cerevisiae,-,CHEBI:58045
55429,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",L-leucine,Candida maltosa,-,CHEBI:57427
55430,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",L-leucine,Saccharomyces cerevisiae,-,CHEBI:57427
55435,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",L-methionine,Saccharomyces cerevisiae,-,CHEBI:57844
55439,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",L-ornithine,Candida maltosa,-,CHEBI:15729
55440,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",L-ornithine,Saccharomyces cerevisiae,-,CHEBI:15729
55441,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",L-valine,Saccharomyces cerevisiae,-,CHEBI:57762
55443,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",malonate,Saccharomyces cerevisiae,-,CHEBI:30794
55447,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",NAD+,Saccharomyces cerevisiae,-,CHEBI:15846
55448,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",NADH,Saccharomyces cerevisiae,-,CHEBI:16908
55451,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",NADP+,Saccharomyces cerevisiae,-,CHEBI:18009
55452,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",NMN,Saccharomyces cerevisiae,-,CHEBI:14648
55454,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",oxalate,Saccharomyces cerevisiae,-,CHEBI:16995
55455,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",oxaloacetate,Saccharomyces cerevisiae,-,CHEBI:30744
55462,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)","pyridine 2,3-dicarboxylate",Saccharomyces cerevisiae,-,CHEBI:29959
55464,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",pyridoxal 5'-phosphate,Saccharomyces cerevisiae,-,CHEBI:18405
55465,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",saccharopine,Saccharomyces cerevisiae,-,CHEBI:16927
55466,1.5.1.7,"saccharopine dehydrogenase (NAD+, L-lysine-forming)",succinate,Saccharomyces cerevisiae,-,CHEBI:15741
55473,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)",Carbamoylphosphate,Homo sapiens,-,CHEBI:17672
55483,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)",L-Glutamic acid,Homo sapiens,-,CHEBI:16015
55487,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)",L-ornithine,Homo sapiens,-,CHEBI:15729
55488,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)",L-ornithine,Rattus norvegicus,-,CHEBI:15729
55489,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)",leucine,Homo sapiens,-,CHEBI:57427
55490,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)",leucine,Rattus norvegicus,-,CHEBI:57427
55491,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)",leucine,Zea mays,-,CHEBI:57427
55497,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)",saccharopine,Homo sapiens,-,CHEBI:16927
55499,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)",saccharopine,Oryza sativa,-,CHEBI:16927
55500,1.5.1.8,"saccharopine dehydrogenase (NADP+, L-lysine-forming)",tryptophan,Rattus norvegicus,-,CHEBI:57912
55503,1.5.1.9,"saccharopine dehydrogenase (NAD+, L-glutamate-forming)",2-oxoglutarate,Oryza sativa,-,CHEBI:30915
55507,1.5.1.9,"saccharopine dehydrogenase (NAD+, L-glutamate-forming)",L-glutamate,Homo sapiens,-,CHEBI:16015
55513,1.5.3.1,sarcosine oxidase,acetaldehyde,Corynebacterium sp.,-,CHEBI:15343
55514,1.5.3.1,sarcosine oxidase,acetate,Corynebacterium sp.,-,CHEBI:15366
55529,1.5.3.1,sarcosine oxidase,formaldehyde,Corynebacterium sp.,-,CHEBI:16842
55582,1.5.3.12,dihydrobenzophenanthridine oxidase,"1,4-DL-dithiothreitol",Sanguinaria canadensis,-,CHEBI:18320
55587,1.5.3.12,dihydrobenzophenanthridine oxidase,glutathione,Sanguinaria canadensis,-,CHEBI:16856
55670,1.5.3.14,"polyamine oxidase (propane-1,3-diamine-forming)",N1-acetylspermine,Zea mays,-,CHEBI:17312
55757,1.5.3.17,non-specific polyamine oxidase,N8-Acetylspermidine,Arabidopsis thaliana,-,CHEBI:27911
55768,1.5.3.4,N6-methyl-lysine oxidase,ascorbic acid,Rattus norvegicus,-,CHEBI:29073
55771,1.5.3.4,N6-methyl-lysine oxidase,FAD,Rattus norvegicus,-,CHEBI:16238
55772,1.5.3.4,N6-methyl-lysine oxidase,FMN,Rattus norvegicus,-,CHEBI:17621
55775,1.5.3.4,N6-methyl-lysine oxidase,NADH,Rattus norvegicus,-,CHEBI:16908
55797,1.5.3.5,(S)-6-hydroxynicotine oxidase,Urea,Paenarthrobacter nicotinovorans,-,CHEBI:16199
55814,1.5.3.7,L-pipecolate oxidase,L-homocysteine,Macaca mulatta,-,CHEBI:58199
55815,1.5.3.7,L-pipecolate oxidase,L-proline,Oryctolagus cuniculus,-,CHEBI:60039
55816,1.5.3.7,L-pipecolate oxidase,L-proline,Rhodotorula glutinis,-,CHEBI:60039
55829,1.5.5.2,proline dehydrogenase,acetate,Escherichia coli,-,CHEBI:15366
55833,1.5.5.2,proline dehydrogenase,D-lactate,Escherichia coli,-,CHEBI:42111
55834,1.5.5.2,proline dehydrogenase,D-lactate,Arabidopsis thaliana,-,CHEBI:42111
55839,1.5.5.2,proline dehydrogenase,L-lactate,Escherichia coli,-,CHEBI:422
55840,1.5.5.2,proline dehydrogenase,L-lactate,Arabidopsis thaliana,-,CHEBI:422
55842,1.5.5.2,proline dehydrogenase,L-proline,Thermococcus profundus,-,CHEBI:60039
55843,1.5.5.2,proline dehydrogenase,L-proline,Pyrococcus furiosus,-,CHEBI:60039
55844,1.5.5.2,proline dehydrogenase,L-proline,Pyrococcus horikoshii,-,CHEBI:60039
55845,1.5.5.2,proline dehydrogenase,L-proline,Thermococcus kodakarensis,-,CHEBI:60039
55851,1.5.5.2,proline dehydrogenase,pyrrolidone-5-carboxylate,Pyrococcus furiosus,-,CHEBI:16010
55852,1.5.5.2,proline dehydrogenase,pyrrolidone-5-carboxylate,Pyrococcus horikoshii,-,CHEBI:16010
55853,1.5.5.2,proline dehydrogenase,pyrrolidone-5-carboxylate,Thermococcus kodakarensis,-,CHEBI:16010
55854,1.5.5.2,proline dehydrogenase,pyrrolidone-5-carboxylate,Thermococcus profundus,-,CHEBI:16010
55855,1.5.5.2,proline dehydrogenase,pyruvate,Escherichia coli,-,CHEBI:32816
55858,1.5.5.2,proline dehydrogenase,succinate,Homo sapiens,-,CHEBI:15741
55859,1.5.5.2,proline dehydrogenase,succinate,Mus musculus,-,CHEBI:15741
55862,1.5.5.3,hydroxyproline dehydrogenase,menadione,Homo sapiens,-,CHEBI:28869
55873,1.5.8.2,trimethylamine dehydrogenase,acetaldehyde,Methylophilus methylotrophus,-,CHEBI:15343
56008,1.5.99.5,methylglutamate dehydrogenase,2-oxoglutarate,Aminobacter aminovorans,-,CHEBI:30915
56009,1.5.99.5,methylglutamate dehydrogenase,alpha-ketoglutarate,Pseudomonas sp.,-,CHEBI:16810
56011,1.5.99.5,methylglutamate dehydrogenase,deoxycholate,Aminobacter aminovorans,-,CHEBI:28834
56012,1.5.99.5,methylglutamate dehydrogenase,formaldehyde,Aminobacter aminovorans,-,CHEBI:16842
56013,1.5.99.5,methylglutamate dehydrogenase,formaldehyde,Pseudomonas sp.,-,CHEBI:16842
56014,1.5.99.5,methylglutamate dehydrogenase,glutamate,Pseudomonas sp.,-,CHEBI:16015
56046,1.5.99.B2,proline dehydrogenase (acceptor),L-lactate,Thermus thermophilus,-,CHEBI:422
56048,1.5.99.B2,proline dehydrogenase (acceptor),L-proline,Thermus thermophilus,-,CHEBI:60039
56049,1.5.99.B2,proline dehydrogenase (acceptor),L-pyroglutamate,Pyrococcus furiosus,-,CHEBI:18183
56050,1.5.99.B2,proline dehydrogenase (acceptor),L-pyroglutamate,Pyrococcus horikoshii,-,CHEBI:18183
56051,1.5.99.B2,proline dehydrogenase (acceptor),L-pyroglutamate,Thermococcus kodakarensis,-,CHEBI:18183
56052,1.5.99.B2,proline dehydrogenase (acceptor),L-pyroglutamate,Thermococcus profundus,-,CHEBI:18183
56060,1.5.99.B4,flavin-containing opine dehydrogenase,L-arginine,Bradyrhizobium japonicum,-,CHEBI:16467
