	EC	Enz	Met	Org	Mode	ChEBI
4807	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Klebsiella pneumoniae	+	CHEBI:44897
4808	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Lactuca sativa	+	CHEBI:44897
4809	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Magnetospirillum molischianum	+	CHEBI:44897
4810	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Micrococcus luteus	+	CHEBI:44897
4811	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Mycolicibacterium smegmatis	+	CHEBI:44897
4812	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Nicotiana tabacum	+	CHEBI:44897
4813	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Oryza sativa	+	CHEBI:44897
4814	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Persea americana	+	CHEBI:44897
4815	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Phaseolus vulgaris	+	CHEBI:44897
4816	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Pisum sativum	+	CHEBI:44897
4817	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Rhizobium viscosum	+	CHEBI:44897
4818	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Rhodobacter capsulatus	+	CHEBI:44897
4819	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Rhodocyclus tenuis	+	CHEBI:44897
4820	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Rhodomicrobium vannielii	+	CHEBI:44897
4821	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Rhodopseudomonas palustris	+	CHEBI:44897
4822	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Rhodospirillum rubrum	+	CHEBI:44897
4823	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Rubrivivax gelatinosus	+	CHEBI:44897
4824	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Salmonella enterica	+	CHEBI:44897
4825	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Salmonella enterica	+	CHEBI:44897
4826	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Serratia liquefaciens	+	CHEBI:44897
4827	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Serratia marcescens	+	CHEBI:44897
4828	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Shigella dysenteriae	+	CHEBI:44897
4829	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Solanum lycopersicum	+	CHEBI:44897
4830	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Solanum tuberosum	+	CHEBI:44897
4831	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Sorghum sp.	+	CHEBI:44897
4832	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Spinacia oleracea	+	CHEBI:44897
4833	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Synechococcus sp.	+	CHEBI:44897
4834	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Synechocystis sp.	+	CHEBI:44897
4835	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Tetradesmus obliquus	+	CHEBI:44897
4836	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Triticum aestivum	+	CHEBI:44897
4837	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Vigna radiata	+	CHEBI:44897
4838	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Zea mays	+	CHEBI:44897
4839	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Solanum tuberosum	+	CHEBI:44897
4840	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Spinacia oleracea	+	CHEBI:44897
4841	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Solanum tuberosum	+	CHEBI:44897
4842	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Spinacia oleracea	+	CHEBI:44897
4843	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Serratia marcescens	+	CHEBI:44897
4844	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Zea mays	+	CHEBI:44897
4845	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Escherichia coli	+	CHEBI:44897
4846	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Hafnia alvei	+	CHEBI:44897
4847	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Anabaena sp.	+	CHEBI:44897
4848	2.7.7.27	glucose-1-phosphate adenylyltransferase	phosphoenolpyruvate	Synechocystis sp.	+	CHEBI:44897
4849	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Escherichia coli	+	CHEBI:18405
4850	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Aeromonas caviae	+	CHEBI:18405
4851	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Aeromonas hydrophila	+	CHEBI:18405
4852	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Agrobacterium tumefaciens	+	CHEBI:18405
4853	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Allochromatium vinosum	+	CHEBI:18405
4854	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Anabaena sp.	+	CHEBI:18405
4855	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Arachis hypogaea	+	CHEBI:18405
4856	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Auxenochlorella pyrenoidosa	+	CHEBI:18405
4857	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Beta vulgaris	+	CHEBI:18405
4858	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Cereibacter sphaeroides	+	CHEBI:18405
4859	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Chlamydomonas reinhardtii	+	CHEBI:18405
4860	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Chlorella vulgaris	+	CHEBI:18405
4861	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Chlorobaculum thiosulfatiphilum	+	CHEBI:18405
4862	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Citrobacter freundii	+	CHEBI:18405
4863	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Clostridium pasteurianum	+	CHEBI:18405
4864	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Daucus carota	+	CHEBI:18405
4865	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Edwardsiella tarda	+	CHEBI:18405
4866	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Enterobacter cloacae	+	CHEBI:18405
4867	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Escherichia aurescens	+	CHEBI:18405
4868	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Escherichia coli	+	CHEBI:18405
4869	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Hafnia alvei	+	CHEBI:18405
4870	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Hordeum vulgare	+	CHEBI:18405
4871	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Klebsiella aerogenes	+	CHEBI:18405
4872	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Klebsiella pneumoniae	+	CHEBI:18405
4873	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Lactuca sativa	+	CHEBI:18405
4874	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Magnetospirillum molischianum	+	CHEBI:18405
4875	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Micrococcus luteus	+	CHEBI:18405
4876	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Mycolicibacterium smegmatis	+	CHEBI:18405
4877	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Nicotiana tabacum	+	CHEBI:18405
4878	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Oryza sativa	+	CHEBI:18405
4879	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Persea americana	+	CHEBI:18405
4880	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Phaseolus vulgaris	+	CHEBI:18405
4881	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Pisum sativum	+	CHEBI:18405
4882	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhizobium viscosum	+	CHEBI:18405
4883	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhodobacter capsulatus	+	CHEBI:18405
4884	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhodocyclus tenuis	+	CHEBI:18405
4885	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhodomicrobium vannielii	+	CHEBI:18405
4886	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhodopseudomonas palustris	+	CHEBI:18405
4887	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhodospirillum rubrum	+	CHEBI:18405
4888	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rubrivivax gelatinosus	+	CHEBI:18405
4889	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Salmonella enterica	+	CHEBI:18405
4890	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Salmonella enterica	+	CHEBI:18405
4891	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Serratia liquefaciens	+	CHEBI:18405
4892	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Serratia marcescens	+	CHEBI:18405
4893	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Shigella dysenteriae	+	CHEBI:18405
4894	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Solanum lycopersicum	+	CHEBI:18405
4895	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Solanum tuberosum	+	CHEBI:18405
4896	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Sorghum sp.	+	CHEBI:18405
4897	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Spinacia oleracea	+	CHEBI:18405
4898	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Synechococcus sp.	+	CHEBI:18405
4899	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Synechocystis sp.	+	CHEBI:18405
4900	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Tetradesmus obliquus	+	CHEBI:18405
4901	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Triticum aestivum	+	CHEBI:18405
4902	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Vigna radiata	+	CHEBI:18405
4903	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Zea mays	+	CHEBI:18405
4904	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Aeromonas caviae	+	CHEBI:18405
4905	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Aeromonas hydrophila	+	CHEBI:18405
4906	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Agrobacterium tumefaciens	+	CHEBI:18405
4907	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Allochromatium vinosum	+	CHEBI:18405
4908	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Arachis hypogaea	+	CHEBI:18405
4909	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Auxenochlorella pyrenoidosa	+	CHEBI:18405
4910	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Beta vulgaris	+	CHEBI:18405
4911	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Cereibacter sphaeroides	+	CHEBI:18405
4912	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Chlamydomonas reinhardtii	+	CHEBI:18405
4913	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Chlorella vulgaris	+	CHEBI:18405
4914	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Chlorobaculum thiosulfatiphilum	+	CHEBI:18405
4915	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Citrobacter freundii	+	CHEBI:18405
4916	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Clostridium pasteurianum	+	CHEBI:18405
4917	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Daucus carota	+	CHEBI:18405
4918	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Enterobacter cloacae	+	CHEBI:18405
4919	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Escherichia aurescens	+	CHEBI:18405
4920	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Escherichia coli	+	CHEBI:18405
4921	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Hordeum vulgare	+	CHEBI:18405
4922	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Klebsiella aerogenes	+	CHEBI:18405
4923	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Lactuca sativa	+	CHEBI:18405
4924	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Magnetospirillum molischianum	+	CHEBI:18405
4925	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Micrococcus luteus	+	CHEBI:18405
4926	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Mycolicibacterium smegmatis	+	CHEBI:18405
4927	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Nicotiana tabacum	+	CHEBI:18405
4928	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Oryza sativa	+	CHEBI:18405
4929	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Persea americana	+	CHEBI:18405
4930	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Phaseolus vulgaris	+	CHEBI:18405
4931	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Pisum sativum	+	CHEBI:18405
4932	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhizobium viscosum	+	CHEBI:18405
4933	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhodobacter capsulatus	+	CHEBI:18405
4934	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhodocyclus tenuis	+	CHEBI:18405
4935	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhodomicrobium vannielii	+	CHEBI:18405
4936	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhodopseudomonas palustris	+	CHEBI:18405
4937	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rhodospirillum rubrum	+	CHEBI:18405
4938	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Rubrivivax gelatinosus	+	CHEBI:18405
4939	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Salmonella enterica	+	CHEBI:18405
4940	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Serratia liquefaciens	+	CHEBI:18405
4941	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Serratia marcescens	+	CHEBI:18405
4942	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Shigella dysenteriae	+	CHEBI:18405
4943	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Solanum lycopersicum	+	CHEBI:18405
4944	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Solanum tuberosum	+	CHEBI:18405
4945	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Sorghum sp.	+	CHEBI:18405
4946	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Spinacia oleracea	+	CHEBI:18405
4947	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Synechococcus sp.	+	CHEBI:18405
4948	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Synechocystis sp.	+	CHEBI:18405
4949	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Tetradesmus obliquus	+	CHEBI:18405
4950	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Triticum aestivum	+	CHEBI:18405
4951	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Vigna radiata	+	CHEBI:18405
4952	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Zea mays	+	CHEBI:18405
4953	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Citrobacter freundii	+	CHEBI:18405
4954	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Salmonella enterica	+	CHEBI:18405
4955	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Aeromonas caviae	+	CHEBI:18405
4956	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Aeromonas hydrophila	+	CHEBI:18405
4957	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Edwardsiella tarda	+	CHEBI:18405
4958	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Hafnia alvei	+	CHEBI:18405
4959	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Klebsiella pneumoniae	+	CHEBI:18405
4960	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Salmonella enterica	+	CHEBI:18405
4961	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Shigella dysenteriae	+	CHEBI:18405
4962	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Serratia marcescens	+	CHEBI:18405
4963	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyridoxal 5'-phosphate	Escherichia coli	+	CHEBI:18405
4964	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Agrobacterium tumefaciens	+	CHEBI:32816
4965	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Allochromatium vinosum	+	CHEBI:32816
4966	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Cereibacter sphaeroides	+	CHEBI:32816
4967	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Nitrosomonas europaea	+	CHEBI:32816
4968	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodobacter capsulatus	+	CHEBI:32816
4969	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodobacter gelatinosa	+	CHEBI:32816
4970	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodobacter globiformis	+	CHEBI:32816
4971	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodocyclus purpureus	+	CHEBI:32816
4972	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodocyclus tenuis	+	CHEBI:32816
4973	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodospirillum rubrum	+	CHEBI:32816
4974	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Streptomyces coelicolor	+	CHEBI:32816
4975	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Agrobacterium tumefaciens	+	CHEBI:32816
4976	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Escherichia coli	+	CHEBI:32816
4977	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Agrobacterium tumefaciens	+	CHEBI:32816
4978	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Allochromatium vinosum	+	CHEBI:32816
4979	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Cereibacter sphaeroides	+	CHEBI:32816
4980	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Chlorobaculum thiosulfatiphilum	+	CHEBI:32816
4981	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Magnetospirillum molischianum	+	CHEBI:32816
4982	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhizobium viscosum	+	CHEBI:32816
4983	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodobacter capsulatus	+	CHEBI:32816
4984	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodocyclus tenuis	+	CHEBI:32816
4985	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodomicrobium vannielii	+	CHEBI:32816
4986	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodopseudomonas palustris	+	CHEBI:32816
4987	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rhodospirillum rubrum	+	CHEBI:32816
4988	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Rubrivivax gelatinosus	+	CHEBI:32816
4989	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Anabaena sp.	+	CHEBI:32816
4990	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Serratia marcescens	+	CHEBI:32816
4991	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Solanum tuberosum	+	CHEBI:32816
4992	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Synechocystis sp.	+	CHEBI:32816
4993	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Zea mays	+	CHEBI:32816
4994	2.7.7.27	glucose-1-phosphate adenylyltransferase	pyruvate	Escherichia coli	+	CHEBI:32816
4995	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Aeromonas caviae	+	CHEBI:17969
4996	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Aeromonas hydrophila	+	CHEBI:17969
4997	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Agrobacterium tumefaciens	+	CHEBI:17969
4998	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Allochromatium vinosum	+	CHEBI:17969
4999	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Arachis hypogaea	+	CHEBI:17969
5000	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Auxenochlorella pyrenoidosa	+	CHEBI:17969
5001	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Beta vulgaris	+	CHEBI:17969
5002	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Cereibacter sphaeroides	+	CHEBI:17969
5003	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Chlamydomonas reinhardtii	+	CHEBI:17969
5004	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Chlorella vulgaris	+	CHEBI:17969
5005	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Chlorobaculum thiosulfatiphilum	+	CHEBI:17969
5006	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Citrobacter freundii	+	CHEBI:17969
5007	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Clostridium pasteurianum	+	CHEBI:17969
5008	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Daucus carota	+	CHEBI:17969
5009	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Edwardsiella tarda	+	CHEBI:17969
5010	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Enterobacter cloacae	+	CHEBI:17969
5011	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Escherichia aurescens	+	CHEBI:17969
5012	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Escherichia coli	+	CHEBI:17969
5013	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Hafnia alvei	+	CHEBI:17969
5014	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Hordeum vulgare	+	CHEBI:17969
5015	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Klebsiella aerogenes	+	CHEBI:17969
5016	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Klebsiella pneumoniae	+	CHEBI:17969
5017	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Lactuca sativa	+	CHEBI:17969
5018	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Magnetospirillum molischianum	+	CHEBI:17969
5019	2.7.7.27	glucose-1-phosphate adenylyltransferase	sedoheptulose 1,7-diphosphate	Micrococcus luteus	+	CHEBI:17969
